Epoch	EntIndex	EntCoeff	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossQ1	LossQ2	LossV	Time
1	1.2	0.2	120.83501	34.413742	285.14737	78.41657	289.8035	16.284569	309.73734	265.7007	24.096619	52.5	5000	-5.157445	50.45914	96.664116	-123.53526	-5.1561255	50.45973	95.188255	-116.75327	-8.759771	56.874866	100.00303	-144.28705	27.07122	169.01347	21477.18	-16.713417	4.6969295	4.7130485	500.44778	20.691195487976074
2	1.2	0.2	121.677574	35.957798	231.74045	78.40351	226.60608	10.716514	240.92613	206.39944	24.20773	42.8	10000	131.64633	67.95271	296.01337	-47.68775	131.64557	67.95965	300.91806	-34.17576	141.11908	67.413925	308.40756	-24.019474	0.6445389	4.9948864	29.412533	-16.793852	7.9837155	7.9489045	20.433876	40.78291654586792
3	1.2	0.2	292.04147	94.273415	671.92303	127.280014	363.2484	23.938055	393.0075	314.74796	56.95402	69.4	15000	246.39519	94.74124	372.153	-104.40215	246.39343	94.75267	371.2831	-90.200836	257.13828	86.18234	367.60788	-97.96818	2.1885042	8.96424	47.96632	-17.332184	36.325806	35.70957	55.780834	64.29379177093506
4	1.2	0.2	371.46048	87.325005	656.6063	225.2325	473.66974	91.9621	611.8949	371.4665	72.13043	90.0	20000	240.532	107.55556	371.52408	-97.38371	240.52982	107.57748	377.85147	-91.50903	247.10458	102.95227	374.0609	-93.15376	0.15003031	7.9394855	41.14955	-17.75566	30.957903	29.553825	47.647873	87.91905617713928
5	1.2	0.2	381.72754	85.11714	633.6366	233.99475	310.71506	23.78621	371.26547	278.22742	75.208954	67.1	25000	221.16203	110.42622	367.43088	-145.68954	221.16241	110.423584	363.76727	-116.26993	226.4278	107.806274	362.6626	-120.92325	-0.9631886	6.943664	36.615208	-18.089663	25.956882	25.90534	40.812145	111.63862633705139
6	1.2	0.2	408.7526	97.53037	720.4615	257.41443	377.6647	53.76339	445.19757	312.97717	83.35	81.5	30000	204.63477	107.33268	362.3257	-99.98727	204.63307	107.33137	356.5473	-64.36077	208.69177	105.8054	353.54367	-69.46076	-1.8611921	6.1508627	35.428883	-17.15017	22.802477	22.812931	34.68646	135.25879669189453
7	1.2	0.2	458.2416	124.80853	872.51	295.41406	586.6263	193.58844	1095.801	375.24414	92.166664	118.7	35000	192.19312	103.71699	352.1136	-26.91978	192.19104	103.7202	349.0631	-29.7242	195.68451	102.885605	350.8699	-46.40393	-2.098269	5.2681165	35.358578	-17.198978	20.549185	20.446623	30.799107	159.40853595733643
8	1.2	0.2	429.89023	117.0112	913.142	253.68758	489.95966	198.95395	1053.7172	336.38174	90.67273	102.4	40000	186.9835	99.81901	345.79517	-32.44929	186.98189	99.82407	345.14584	-33.63676	190.09712	99.21949	344.7537	-32.091824	-2.4650407	4.8171186	26.376663	-17.525223	17.81849	17.593607	26.3604	183.48574924468994
9	1.2	0.2	477.22623	96.79712	736.7948	314.95654	593.61536	61.90145	666.1544	496.85254	96.05769	113.8	45000	186.12677	98.62054	343.58975	-36.830917	186.12631	98.625854	342.7747	-29.580332	189.08339	98.16863	336.83206	-42.78494	-2.4466689	4.744917	29.552921	-17.281874	15.667762	15.313354	23.355448	207.57651138305664
10	1.2	0.2	524.3168	140.6274	1080.5852	345.66696	445.15103	26.596098	477.53983	402.14838	102.55102	84.5	50000	186.3195	98.06863	341.44122	-24.992079	186.31778	98.07312	339.93326	-20.358372	188.8771	97.62247	339.07376	-28.249403	-3.3872995	4.803677	30.238392	-18.056923	14.70666	14.447046	21.7048	231.51718378067017
11	1.2	0.2	506.5632	111.35543	881.3588	335.00555	569.1349	54.043392	684.3232	485.1468	98.84314	109.5	55000	187.74239	97.77953	343.4874	-24.645147	187.74118	97.781715	340.3048	-25.541706	190.09424	97.368645	337.04657	-31.9817	-3.513865	4.7865906	40.59125	-18.584314	14.327359	14.288912	20.905878	255.61249089241028
12	1.2	0.2	554.49817	146.34708	1062.6937	347.10873	477.7915	24.60414	521.5781	443.24063	106.25532	88.1	60000	190.01953	97.44727	341.88086	-31.623901	190.01921	97.447914	340.64056	-25.447674	192.25212	97.013954	340.51904	-33.037945	-3.5696247	4.754616	35.85221	-17.626444	13.520709	13.484497	19.521494	279.4226453304291
13	1.2	0.2	517.5	138.1082	1280.2156	363.81308	609.75854	110.11468	862.0155	471.43564	101.42857	118.9	65000	191.99933	97.816605	341.8338	-17.113836	191.9991	97.816376	344.0767	-27.564188	194.09064	97.40422	344.45312	-27.748447	-3.6118805	4.660304	37.007874	-16.9707	13.200393	13.125935	18.522518	303.678418636322
14	1.2	0.2	538.3287	129.7421	1087.7831	334.7468	614.4812	99.08188	840.45605	508.64673	104.95744	121.2	70000	193.11115	97.51336	343.48535	-41.89082	193.11157	97.51231	345.26035	-40.02221	195.05023	97.1176	341.2039	-27.410639	-3.8544705	4.5136604	32.971172	-17.635744	12.980995	12.944277	17.8594	327.9528269767761
15	1.2	0.2	564.1598	142.06868	1223.7537	354.84775	537.37103	64.86856	687.8331	428.6355	111.35555	110.0	75000	194.00584	97.11308	341.7277	-22.017422	194.00528	97.11535	343.17123	-26.518236	195.8201	96.68359	340.9682	-26.896051	-4.0554657	4.55988	32.666576	-18.826914	12.749049	12.569481	17.27584	352.53783416748047
16	1.2	0.2	568.3616	133.08252	958.8123	359.95334	594.0242	114.82095	839.5307	436.61423	114.568184	120.9	80000	195.8169	96.97999	342.7707	-22.193602	195.81662	96.98277	342.25183	-21.110968	197.5278	96.56782	340.70038	-38.118526	-4.149469	4.511319	48.842815	-16.74133	12.651657	12.366991	16.56327	377.3771138191223
17	1.2	0.2	558.75024	117.26235	928.5189	358.39694	655.5338	108.97638	879.576	447.2476	110.577774	128.9	85000	197.51056	97.68614	346.6177	-30.784428	197.5104	97.68884	346.2614	-34.186417	199.16194	97.27482	344.12823	-23.426712	-4.272209	4.4956484	40.420013	-17.035812	12.566097	12.295542	16.391003	402.00498485565186
18	1.2	0.2	556.6195	133.18466	936.63354	359.59262	466.89957	114.67002	691.8684	333.51093	109.152176	94.7	90000	199.93454	98.3657	348.3218	-21.44915	199.93442	98.36747	347.81995	-32.05803	201.53229	97.9662	346.16364	-22.687023	-4.3869843	4.499994	35.603218	-18.658546	12.317147	12.15632	15.824918	426.39171743392944
