Epoch	EntIndex	EntCoeff	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossQ1	LossQ2	LossV	Time
1	1.2	0.2	120.73002	33.697052	271.6605	78.57422	245.2446	9.498002	263.1372	224.60269	24.062801	44.7	5000	3.5465288	45.477577	99.285164	-102.90688	3.548231	45.477768	100.16178	-102.317856	1.1286654	51.237022	103.04489	-193.81914	21.40134	167.46165	15416.657	-18.756773	4.047405	4.05982	503.9334	19.2068190574646
2	1.2	0.2	121.381966	32.370377	217.31227	78.57688	249.48442	15.867373	272.62732	216.09816	24.125	46.8	10000	141.49727	75.78052	337.12314	-44.776672	141.4977	75.781494	341.02475	-41.28503	152.71053	76.07479	352.81125	-28.668787	2.8045561	5.592081	33.904366	-17.310472	8.906036	8.992229	22.202436	38.4797728061676
3	1.2	0.2	284.4183	89.17973	540.1429	105.33465	327.2784	13.60474	352.99655	310.07077	55.2	61.8	15000	280.03268	111.83316	434.2498	-146.02748	280.03134	111.82496	425.85046	-132.05473	293.35956	102.81588	423.30316	-153.70923	4.5896626	8.991898	44.076065	-17.611914	48.22164	49.63675	72.28808	59.27221155166626
4	1.2	0.2	361.82755	57.894665	604.3226	277.82254	429.313	51.156273	517.0004	358.2264	68.19178	81.1	20000	267.95786	122.01447	421.18427	-104.288155	267.95685	122.00805	422.66537	-89.82613	275.96753	116.76253	421.2154	-127.214645	1.0308077	8.855209	49.808434	-18.826433	28.376833	29.789238	49.613	80.12681365013123
5	1.2	0.2	376.13483	84.58824	571.1662	229.96825	343.60498	34.428314	433.91684	298.063	74.50746	69.0	25000	233.56937	122.57481	400.53055	-81.9884	233.56763	122.5701	402.1904	-76.16095	239.08325	120.27622	399.79416	-75.93917	-0.81083584	7.2608953	41.144695	-17.298668	25.217413	26.469902	40.60589	100.79415845870972
6	1.2	0.2	456.6747	93.53382	692.5812	283.39313	452.13467	42.728035	530.00854	414.05658	90.90909	95.1	30000	206.86754	115.15569	382.2103	-67.900444	206.86546	115.15037	378.128	-60.29616	211.43451	114.09498	374.6918	-64.31858	-1.2450626	6.1879745	50.036274	-16.766058	21.397526	22.686403	34.048923	122.10919284820557
7	1.2	0.2	472.8629	98.367294	800.0296	323.72647	422.74066	42.74744	461.5361	333.87613	94.41509	88.7	35000	197.4327	108.90788	370.52634	-55.87239	197.4314	108.90178	367.054	-72.017235	201.26003	108.25546	360.2478	-50.98826	-1.5349394	5.442027	73.21271	-17.466534	18.35845	19.335089	28.490438	143.24369931221008
8	1.2	0.2	501.96207	142.04941	887.4134	286.47617	567.53613	103.01304	827.58154	438.36905	102.14286	108.6	40000	192.45248	104.41167	364.84158	-60.496323	192.45227	104.40696	358.8537	-53.733597	195.8108	104.0156	355.62317	-68.010254	-1.7722852	5.018118	29.30623	-16.809252	16.505795	17.315918	24.997314	164.61779761314392
9	1.2	0.2	505.41467	109.714134	869.5101	332.6758	577.1592	65.85471	728.1989	496.4256	100.18	114.5	45000	192.3911	102.917885	352.5414	-40.069176	192.39165	102.91256	352.36005	-37.25863	195.42949	102.55109	347.6607	-44.09213	-2.3995519	4.8584867	33.908516	-17.089445	14.606852	15.324466	22.38326	186.26573514938354
10	1.2	0.2	515.3387	109.556114	796.97174	291.37476	502.36563	69.40752	687.5189	438.91693	102.42857	95.9	50000	194.06836	102.927284	351.95477	-33.428604	194.06691	102.92191	351.46835	-22.064817	196.81908	102.56987	346.8653	-34.305466	-2.8917131	4.8902607	27.799562	-17.677687	13.664281	14.556379	20.891079	207.5333755016327
11	1.2	0.2	535.71423	116.78432	919.38226	320.39832	589.70685	102.06332	728.49097	449.0961	107.26087	118.8	55000	194.47992	102.50337	350.69083	-22.38047	194.48091	102.49667	349.10196	-30.235764	196.94405	102.07004	347.33252	-70.336105	-3.297383	4.769596	31.216879	-16.967657	13.787774	14.616214	20.518036	228.7963466644287
