Epoch	EntIndex	EntCoeff	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossQ1	LossQ2	LossV	Time
1	1.2	0.2	122.082726	33.55733	227.48741	78.21463	269.8709	6.8257127	280.65637	263.56342	24.312195	49.1	5000	0.5137866	50.775574	103.602394	-128.58177	0.51274526	50.773388	103.57194	-126.68848	-2.2353096	57.168404	108.314095	-169.7719	27.559002	214.49274	23007.977	-16.47286	4.774432	4.7933702	851.14105	20.532668828964233
2	1.2	0.2	125.12483	40.763363	280.08783	83.09793	275.50058	19.936415	324.2703	247.73169	24.885	57.3	10000	146.29445	73.4324	330.55444	-53.246677	146.29333	73.4439	331.22263	-34.014748	157.23639	72.601	340.14346	-30.055506	1.8642312	5.1474605	34.88725	-17.112566	10.007586	9.872165	23.741476	40.563462018966675
3	1.2	0.2	309.37048	71.00551	558.22144	210.61278	266.74387	7.0443296	279.38623	256.1434	59.440475	49.1	15000	284.7868	109.49424	437.2745	-115.662926	284.7837	109.51508	426.8915	-107.062645	298.04742	99.76699	429.68948	-110.134254	3.0865793	8.222237	44.298786	-16.146353	39.088673	38.241108	64.13101	63.94694948196411
4	1.2	0.2	293.26282	61.683453	475.70703	163.53633	248.75	23.81666	293.57864	216.7613	56.606743	48.5	20000	276.2618	126.79288	437.16483	-91.24445	276.26154	126.810776	441.91403	-89.3793	284.23962	121.62861	440.93088	-99.764366	0.76474905	8.329148	52.69545	-17.448423	38.002728	36.603577	57.731014	87.52603054046631
5	1.2	0.2	366.59958	69.19357	589.8283	241.70247	371.06976	26.893425	419.98376	337.92	72.94118	70.3	25000	232.77072	124.63816	428.74582	-83.05797	232.77383	124.64309	432.9871	-64.78665	238.01546	122.511734	425.80225	-91.29602	-0.7605606	7.118757	43.6678	-17.31541	34.558712	32.600647	48.871845	111.08095622062683
6	1.2	0.2	389.75464	79.004944	598.3018	202.81956	396.2996	38.523457	485.68652	357.6599	77.55385	86.8	30000	194.94414	111.713425	386.72333	-63.45482	194.94406	111.717445	397.19833	-63.85699	198.9722	111.05851	383.5659	-90.09992	-1.2046602	6.016102	53.973858	-17.765154	25.006899	23.679691	36.39824	134.8718764781952
7	1.2	0.2	413.05746	86.05695	778.73956	230.65152	578.3879	163.152	848.868	360.97745	84.18644	119.3	35000	178.27922	99.446266	347.1307	-42.65217	178.28099	99.44316	349.03665	-42.955616	181.67337	99.11816	343.2853	-81.76297	-1.8128905	5.632957	34.67382	-17.011404	19.224707	18.574623	28.432266	159.01560187339783
8	1.2	0.2	507.11728	98.1863	830.73785	329.8336	435.47467	87.3087	562.8271	294.93008	100.408165	93.0	40000	176.7091	93.726036	326.4081	-33.18512	176.71114	93.72257	328.64438	-29.581345	179.70221	93.25598	323.09195	-39.375362	-2.4691124	5.469416	37.8293	-18.31083	15.117904	14.723936	22.615984	182.63033485412598
9	1.2	0.2	499.86838	128.3265	976.4839	343.5674	455.50528	52.914974	578.92584	382.70917	97.94231	95.4	45000	182.47864	94.735954	328.64502	-53.342434	182.47942	94.73591	327.99866	-42.430416	185.37366	94.29036	325.5932	-50.882454	-2.85617	5.2681913	42.52707	-17.075247	13.213788	12.737387	19.787426	206.73747944831848
10	1.2	0.2	479.69583	95.26015	743.3572	350.74957	609.38104	102.44546	770.06226	460.72342	93.50944	123.9	50000	186.7454	97.847404	335.30383	-39.67776	186.74574	97.84956	334.7865	-33.75917	189.40765	97.52068	333.88843	-58.77141	-3.2674992	5.075516	31.274298	-16.695158	12.70156	12.130007	19.205444	230.72890639305115
11	1.2	0.2	517.9725	114.746666	778.9306	305.24466	567.765	88.74236	733.26996	455.9357	104.208336	114.5	55000	187.57967	98.28123	343.23773	-22.47863	187.57985	98.284096	337.6559	-26.641714	189.99484	97.94871	338.71628	-27.589678	-3.5869174	4.904591	35.30584	-18.115532	12.362637	11.885318	18.37962	254.72075629234314
