Epoch	EntIndex	EntCoeff	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossQ1	LossQ2	LossV	Time
1	1.2	0.2	121.944305	37.42825	256.9249	78.62949	286.7268	21.760714	328.96002	248.53099	24.317074	54.0	5000	-10.949319	61.023415	100.988846	-152.49202	-10.950556	61.026608	103.27301	-152.4202	-14.485928	68.18629	105.90949	-176.26143	34.932373	159.56378	14465.804	-18.015745	6.898262	6.7183723	431.3967	19.351215839385986
2	1.2	0.2	121.41178	37.880764	263.996	78.31102	210.16304	8.306369	221.63292	194.49435	24.198067	38.9	10000	137.53726	64.97861	291.94974	-76.71192	137.53802	64.978935	292.13315	-64.5626	146.93304	63.247047	309.6154	-53.77378	1.7511739	6.4880133	34.3804	-16.755968	9.071488	8.97916	22.038162	37.93512439727783
3	1.2	0.2	277.7702	63.557545	439.34357	158.77171	353.60092	28.135374	383.3523	273.39896	52.494736	75.2	15000	247.86075	98.67279	383.3138	-129.90614	247.8608	98.672226	378.24567	-125.21695	258.96573	91.09426	381.13736	-120.167534	3.5133562	9.442703	45.202526	-16.228659	35.071274	34.77148	56.18517	58.866668701171875
4	1.2	0.2	352.35904	57.53099	487.7967	245.92763	453.92755	96.76836	698.88654	323.058	68.671234	99.0	20000	239.0048	115.278694	384.45862	-70.6556	239.0024	115.288704	386.66672	-68.221146	246.06993	111.81426	381.84268	-77.21394	0.43311107	8.34355	61.028706	-17.792046	27.622656	26.72375	43.207245	80.16541051864624
5	1.2	0.2	356.59158	82.21443	670.4887	225.42784	325.87506	22.074493	376.2492	292.225	71.753624	70.5	25000	212.52454	117.29747	389.55612	-97.929276	212.52461	117.29686	380.48343	-136.80519	217.6412	115.858154	381.24115	-111.42821	-0.9510948	6.6678486	272.03705	-17.312069	26.087309	26.157898	39.20636	100.81143856048584
6	1.2	0.2	401.00766	75.9606	557.40564	251.78723	369.46466	12.362571	391.17148	350.47733	82.85246	69.4	30000	189.98613	109.66969	364.92227	-173.54723	189.98679	109.67275	370.1817	-164.4532	193.96996	109.05571	360.50742	-171.97702	-1.8106424	5.6579995	49.441242	-18.025444	22.08427	21.82435	32.854836	122.0507607460022
7	1.2	0.2	445.7012	101.48892	729.8368	271.2429	458.21088	57.740585	545.27295	347.88342	91.35185	93.9	35000	177.84564	100.00102	342.7752	-37.482693	177.84502	100.00334	345.99005	-31.795849	181.22871	99.6006	339.13782	-45.444695	-2.673618	5.4423804	80.63773	-16.927242	16.696634	16.635288	24.624632	143.35307455062866
8	1.2	0.2	430.1607	94.6891	729.5444	241.87827	510.4095	44.139153	585.2932	456.93	87.50877	102.5	40000	178.44246	97.46213	329.09113	-25.621855	178.44183	97.46365	330.0537	-25.914003	181.55408	97.06557	329.0156	-35.367767	-2.9979548	5.1908984	31.903246	-16.637089	13.901	13.9335785	21.030298	165.19391345977783
9	1.2	0.2	468.56052	113.96206	902.09656	270.6406	414.3128	43.2285	504.15192	366.1209	92.53704	76.3	45000	179.6458	97.39027	331.7609	-19.723417	179.64548	97.389145	332.2186	-20.55592	182.3452	97.03206	327.8333	-19.95968	-3.6740108	5.1615434	31.703215	-17.750813	12.380235	12.459663	18.811512	186.69874358177185
10	1.2	0.2	469.56287	87.45728	790.82465	346.65604	527.84	55.4379	648.69073	446.78204	92.01818	101.9	50000	179.38823	95.94066	329.77994	-13.956341	179.38829	95.94101	332.0946	-37.8393	181.89511	95.61934	327.77704	-45.271534	-4.0536647	5.0735717	37.54979	-18.049305	12.039456	12.106255	17.785358	208.62569570541382
11	1.2	0.2	504.58673	120.49926	855.0265	359.23456	538.0619	47.123486	577.1169	415.50702	97.70588	103.2	55000	182.90305	95.5505	333.62598	-27.252495	182.90297	95.5514	331.37967	-27.261997	185.39182	95.27229	332.8039	-29.007874	-4.0970845	4.912877	30.498663	-17.471708	11.319897	11.13208	16.528147	230.25556445121765
12	1.2	0.2	502.58655	88.74831	753.7796	370.89816	460.61948	45.66702	576.3567	408.95474	98.411766	93.4	60000	187.52388	97.0814	337.3635	-30.755587	187.5243	97.08203	335.53403	-27.554392	189.84576	96.73453	335.56458	-41.143295	-4.251017	4.9284086	148.1048	-17.272024	10.631973	10.539179	15.499195	251.98743867874146
13	1.2	0.2	519.0785	100.17168	840.7774	371.1772	436.06738	16.631674	460.89212	409.32788	101.34694	85.8	65000	190.05487	98.04722	340.79776	-33.48317	190.05559	98.04813	340.57965	-25.72735	192.22801	97.695175	338.2703	-30.76913	-4.3549542	4.9402876	32.657875	-17.460238	10.5439205	10.38251	15.2046	273.8980095386505
14	1.2	0.2	519.4577	106.91493	839.9639	336.12668	516.4176	57.750553	670.0323	438.534	100.76	101.0	70000	192.06902	98.34952	342.73257	-23.62727	192.06877	98.350494	342.67828	-23.04702	194.13643	98.0014	344.55524	-36.355114	-4.391036	4.923596	31.441442	-17.292202	10.646567	10.435988	14.6759815	296.38261318206787
15	1.2	0.2	485.41046	77.500305	721.84674	370.8237	462.17633	35.085396	544.7155	417.14383	94.471695	86.9	75000	194.05766	98.38319	346.63882	-31.518738	194.05853	98.385544	349.8001	-21.796282	196.02087	98.01114	343.63943	-23.325733	-4.6031685	4.8933873	63.893997	-18.09523	10.440161	10.192642	14.182906	318.89201855659485
16	1.2	0.2	519.95264	87.60986	727.11346	397.75464	432.55023	22.225876	483.53784	399.6656	101.36735	80.7	80000	195.71008	98.45479	351.627	-46.62725	195.71056	98.45489	349.13855	-37.017006	197.60922	98.09761	344.032	-43.429794	-4.7223825	4.869456	32.462616	-17.031675	10.348811	10.125542	13.824998	341.5330946445465
17	1.2	0.2	547.404	135.47379	917.22675	324.64673	525.62134	67.49045	679.49207	451.28613	106.680855	100.4	85000	197.98747	98.86256	348.0093	-28.93423	197.98814	98.863846	347.92294	-24.067219	199.81868	98.4739	346.94812	-40.503803	-4.8776617	4.787553	35.997845	-16.83782	10.193505	10.057364	13.364844	364.2405598163605
18	1.2	0.2	544.99194	128.01717	1021.2408	349.0877	603.10077	136.30066	963.1527	486.7535	106.17021	117.0	90000	200.5422	99.63212	353.8365	-31.910563	200.54279	99.63167	350.46353	-20.395096	202.3488	99.22917	347.69247	-22.412838	-4.970153	4.761967	33.85578	-17.987963	10.27216	10.127029	13.120506	386.6211624145508
19	1.2	0.2	537.7206	92.93135	817.11456	402.24094	622.08563	172.8659	1035.7034	458.13385	105.489365	118.6	95000	202.667	100.41221	353.39853	-26.93641	202.66756	100.413185	351.81522	-17.733004	204.38441	100.01002	350.84232	-34.57168	-5.033947	4.701745	39.695255	-17.251278	10.284065	10.150628	13.106085	409.2773323059082
20	1.2	0.2	610.66925	143.11044	904.73566	355.48495	591.8938	93.13395	848.059	494.86285	120.95238	119.1	100000	204.8441	101.50921	356.21512	-19.384766	204.8438	101.51002	354.56097	-27.926483	206.54163	101.107605	354.09418	-33.55621	-5.1260085	4.6608086	32.494446	-17.232857	10.55642	10.414731	13.044535	431.6964166164398
21	1.2	0.2	552.63043	122.373405	823.72534	342.7778	610.63184	88.62161	808.7642	465.59085	107.608696	115.2	105000	206.9834	102.43384	358.6721	-20.529982	206.98427	102.435074	358.85596	-20.151028	208.64374	102.03565	357.66446	-25.335932	-5.031773	4.702686	31.998217	-17.211443	10.665447	10.450327	12.918923	453.5590114593506
22	1.2	0.2	543.72534	105.21437	800.449	352.5531	587.6638	106.45192	822.7749	434.0609	107.276596	115.2	110000	208.75735	102.873215	363.05273	-24.5368	208.7577	102.874275	364.26477	-22.799116	210.35466	102.4526	357.71375	-32.614956	-5.2220564	4.532378	33.13862	-18.315691	10.796587	10.636977	12.964602	475.9182331562042
23	1.2	0.2	592.95593	151.10706	1193.9838	382.38773	568.90985	82.15823	764.5811	477.9161	117.333336	107.5	115000	209.5993	103.246796	361.65695	-34.940212	209.59985	103.24759	361.9182	-15.700506	211.12346	102.853165	359.88263	-17.67858	-5.2946687	4.499161	38.96341	-17.86352	10.81216	10.686612	12.648952	497.7574579715729
24	1.2	0.2	570.7944	151.81352	1241.2848	382.88895	554.9442	71.20059	724.86365	459.55902	111.422226	103.8	120000	210.53584	103.509094	361.4751	-36.625122	210.53647	103.50996	360.9604	-21.744497	212.01186	103.09835	359.574	-26.60739	-5.305292	4.498463	30.89202	-17.514418	11.192344	10.955298	12.825622	520.6623847484589
25	1.2	0.2	591.97174	122.38183	929.1507	360.20126	521.89325	44.20816	616.24036	446.82336	116.34884	101.0	125000	211.82346	103.59378	367.19885	-20.163261	211.82405	103.595184	364.69025	-17.79739	213.32233	103.22582	363.6249	-42.18742	-5.0858674	4.552845	33.234093	-17.013485	11.163793	10.979194	12.787609	543.6265618801117
26	1.2	0.2	567.41034	144.47435	1042.6222	356.58704	750.8143	108.6915	966.8992	635.7863	112.65909	146.6	130000	213.55403	104.52579	366.525	-44.962143	213.5541	104.527054	366.25528	-34.183155	215.04172	104.13599	363.68524	-78.52439	-5.132558	4.5830007	32.538517	-17.393642	11.220136	11.105594	12.597542	566.1851325035095
27	1.2	0.2	584.1032	141.3401	1084.9554	355.63284	714.5119	90.548515	869.5412	585.4894	113.818184	136.6	135000	214.97708	104.84455	369.8133	-18.008017	214.97787	104.84518	365.48557	-25.492487	216.42856	104.448494	366.8633	-39.98304	-5.2463675	4.5214396	37.444515	-17.132786	11.225446	11.046109	12.534116	588.7480368614197
28	1.2	0.2	598.8639	142.30028	951.6658	349.09473	607.5321	86.11726	809.2014	492.00522	116.48837	117.9	140000	216.45013	105.11852	371.9599	-19.75335	216.44997	105.11972	368.24347	-24.062082	217.86758	104.71601	366.491	-20.039894	-5.161561	4.5218067	36.999893	-17.634829	11.136144	10.947052	12.022383	611.7553145885468
29	1.2	0.2	569.8842	112.32337	952.36084	369.4032	550.3998	91.778725	747.74457	449.45404	110.888885	102.6	145000	217.22571	105.74397	369.89502	-26.262623	217.22607	105.745575	368.23398	-27.217413	218.61911	105.35129	368.01132	-20.390512	-5.1823745	4.481704	36.372593	-17.180124	11.181531	10.931993	12.041747	633.9775116443634
30	1.2	0.2	603.3414	137.56293	1074.9109	413.07617	594.7918	84.66668	745.6831	480.8223	117.139534	114.4	150000	218.67625	105.85717	370.35733	-40.53482	218.6768	105.859375	371.9316	-25.856964	220.01591	105.44915	367.992	-20.127722	-5.29128	4.428701	39.41503	-17.053873	11.235605	10.939714	11.9162445	656.4057853221893
31	1.2	0.2	623.84906	189.48836	1327.3364	331.55856	496.0708	40.61987	558.5667	441.31232	121.92683	93.2	155000	219.78775	105.973076	373.1906	-19.036844	219.78798	105.974594	369.07462	-18.994444	221.1349	105.56379	368.78827	-19.298779	-5.1209574	4.4165654	32.740997	-16.699896	11.022357	10.841556	11.646654	678.9440019130707
32	1.2	0.2	595.2636	123.205444	901.7179	341.96042	621.8192	52.203373	715.74115	565.4621	115.860466	116.4	160000	221.15285	106.4757	371.57288	-16.211872	221.15257	106.47769	372.1715	-16.331486	222.48048	106.09262	370.89487	-35.276024	-5.158051	4.4076977	33.190216	-17.66309	11.076231	10.893497	11.654105	701.0570449829102
33	1.2	0.2	582.64105	129.25337	997.4236	394.00278	514.8084	54.615685	632.15344	440.32394	112.62222	96.0	165000	222.37508	106.973595	372.8574	-17.894497	222.37598	106.97499	376.03992	-24.486982	223.68787	106.566864	370.70703	-22.887314	-5.2209496	4.3524632	34.415733	-17.11515	11.134466	10.914991	11.601026	723.507625579834
34	1.2	0.2	615.93774	194.64099	1271.934	343.18796	698.65295	101.64009	939.874	585.4973	120.29269	134.2	170000	223.45328	107.534485	375.93576	-15.200499	223.45363	107.53605	373.94357	-17.544731	224.78317	107.1457	373.3254	-21.641834	-5.2220435	4.35548	33.989277	-16.935043	11.23906	10.958907	11.614369	745.8664207458496
35	1.2	0.2	612.8602	115.34384	873.1867	369.67636	693.68567	162.67441	1063.4196	493.54498	120.45238	133.2	175000	224.66174	107.943565	375.77084	-24.84644	224.6611	107.94464	375.2842	-26.1798	225.9464	107.53969	374.5931	-27.035362	-5.183267	4.365071	62.694893	-18.349062	11.337766	11.1633625	11.57115	769.028204202652
