Epoch	EntIndex	EntCoeff	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossQ1	LossQ2	LossV	Time
1	1.2	0.2	123.42942	37.118446	290.0726	78.45203	257.58618	12.420216	274.4057	236.65259	24.581282	47.9	5000	-4.398054	54.677746	99.780106	-130.25824	-4.3978963	54.681118	99.38567	-128.75684	-7.3054786	61.25157	102.95609	-253.54121	27.835627	137.42133	12262.835	-18.88636	5.6993284	5.551882	300.14752	19.19914960861206
2	1.2	0.2	124.59197	37.72569	347.84213	78.69415	214.34566	5.3567657	223.66158	205.99971	24.801981	39.4	10000	135.62349	68.45864	303.27142	-49.965885	135.62503	68.45716	300.03217	-51.617817	144.97034	67.5609	306.63226	-36.226627	0.37128326	4.939575	29.019985	-16.469799	8.445047	8.368434	20.88414	38.22726082801819
3	1.2	0.2	292.00925	84.67879	612.4912	105.499	395.2964	17.13448	427.15976	361.55823	57.860466	75.2	15000	256.14755	102.08776	388.36588	-138.4629	256.1478	102.0919	395.1115	-139.4726	267.55417	94.31641	389.3214	-174.01295	2.0905478	7.2589602	38.61112	-17.955286	38.97196	38.76551	62.681767	59.078988552093506
4	1.2	0.2	346.79053	84.86159	622.605	167.26558	405.22638	98.40243	635.6503	307.1804	68.34722	80.9	20000	255.12064	119.904274	395.39822	-77.17053	255.12038	119.89728	398.4166	-87.73976	262.2238	115.54781	394.64383	-106.14232	-0.8091742	7.398033	42.423912	-16.81028	34.47052	35.502514	56.504612	79.5283191204071
5	1.2	0.2	349.48553	106.211624	808.4678	189.09079	355.6734	22.363861	394.38635	320.1558	68.175674	67.4	25000	225.8445	121.94245	392.4983	-62.97942	225.84491	121.93621	393.06323	-65.11922	231.02878	120.13997	390.24893	-76.04835	-1.3152081	6.042479	40.224354	-17.322977	31.684713	31.798904	49.589867	100.3878231048584
6	1.2	0.2	384.60095	118.10224	868.13574	177.61081	452.98755	77.04947	649.6737	365.81512	77.215385	85.9	30000	199.63368	115.862015	377.22284	-60.92053	199.6337	115.867096	375.56427	-57.171104	203.65202	115.18733	374.5612	-67.71999	-1.8213547	5.4854965	32.509964	-17.72117	30.530432	30.006893	44.76442	121.26768112182617
7	1.2	0.2	435.8455	121.54581	848.8426	267.1283	337.6761	27.699713	407.74863	303.65063	89.57143	69.0	35000	180.55962	104.18785	347.5566	-50.35034	180.55841	104.18804	349.44748	-55.938076	183.75952	103.8926	345.2566	-48.302856	-2.187622	5.023041	45.06895	-17.884514	24.431952	24.2882	36.04082	142.07949256896973
8	1.2	0.2	408.7363	78.86398	582.5276	258.57727	451.4039	94.832794	716.82153	365.4312	80.39344	89.7	40000	174.21016	98.78656	348.41272	-28.54307	174.20853	98.7852	338.81207	-24.716467	177.01137	98.66316	337.08264	-27.777205	-2.3700492	4.6854196	169.12411	-16.844652	21.359875	21.321817	31.144089	162.6951425075531
9	1.2	0.2	456.99225	98.10832	780.2342	305.97833	451.98886	111.66562	702.2422	334.72906	87.48276	86.6	45000	171.71895	93.58241	328.71402	-33.972057	171.71814	93.58251	329.45093	-24.660358	174.26692	93.42618	325.2724	-47.825893	-3.067592	4.449786	36.966873	-19.370441	17.449375	17.328041	25.170784	184.10547637939453
10	1.2	0.2	468.20312	107.09613	848.89136	281.99246	497.81158	77.61016	685.6198	430.8819	90.07273	98.2	50000	173.84538	92.00889	318.24667	-33.3101	173.84605	92.00463	317.50693	-27.842312	176.10141	91.77283	318.48245	-29.785969	-4.080435	4.3035336	35.531853	-17.666721	14.593253	14.515835	21.54159	204.93868565559387
