Epoch	EntIndex	EntCoeff	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossQ1	LossQ2	LossV	Time
1	1.2	0.2	121.34278	37.647587	298.29065	83.213066	263.6125	9.911171	274.96817	247.10954	24.184465	48.0	5000	-13.816162	67.99866	105.36481	-177.66647	-13.811152	68.0007	103.61901	-177.50993	-17.761116	75.92252	109.70095	-212.41856	40.159996	135.4129	18373.275	-16.572647	8.005576	8.032501	260.6181	20.78848648071289
2	1.2	0.2	120.36394	33.46297	236.42827	78.54569	203.23181	8.6642	215.53674	187.39574	23.913876	37.8	10000	143.4491	75.53542	329.57254	-51.14493	143.45012	75.54243	330.99075	-53.384644	154.46095	75.310646	341.01465	-31.362547	1.852628	4.8431463	25.85082	-16.509777	9.462646	9.3474245	23.197233	41.008623361587524
3	1.2	0.2	279.70087	82.48615	495.4918	100.72551	376.53192	29.21699	436.4178	335.5459	54.239132	71.6	15000	273.11847	111.89405	426.46835	-114.88037	273.1163	111.92132	427.28143	-106.555504	285.98535	103.58071	421.02747	-129.04234	3.0634696	7.857698	40.650433	-17.281685	53.964203	52.15857	76.853455	64.96655750274658
4	1.2	0.2	338.5789	88.15628	597.74963	114.7619	442.17755	56.411255	556.5137	375.97998	65.43421	88.5	20000	258.3559	119.522934	418.52225	-93.23275	258.35358	119.55568	415.23846	-69.45395	265.8531	114.77185	413.99554	-72.26511	0.7732215	8.043704	117.47656	-16.97556	44.10618	40.86877	62.075394	88.89903664588928
5	1.2	0.2	408.77234	110.937065	802.44995	247.50838	477.07416	94.25096	728.51166	380.9716	80.90323	99.2	25000	220.8119	117.25126	385.08932	-76.86115	220.81424	117.257126	387.03836	-61.763588	225.97993	115.207924	386.10062	-70.71122	-1.5212528	6.568777	54.777893	-17.054844	30.489178	28.764927	46.394836	113.09883999824524
6	1.2	0.2	396.2335	96.16163	683.3019	211.50026	581.9518	94.397354	701.553	446.82498	79.666664	118.6	30000	194.2294	108.10323	366.47327	-84.059456	194.23201	108.10774	363.6789	-82.69196	198.11186	107.113556	369.651	-82.21092	-1.9067395	6.069232	142.15033	-16.608335	25.417406	24.291368	37.53211	137.44570446014404
7	1.2	0.2	427.77866	72.28625	609.5452	290.8569	549.3795	47.037228	651.5713	480.50092	85.413795	106.6	35000	179.5182	99.26735	335.88367	-52.250957	179.5193	99.26641	336.83777	-30.994888	182.70265	98.6493	334.657	-52.173252	-2.6798074	5.280732	33.320583	-17.235077	21.507826	20.920378	30.437756	161.44472336769104
8	1.2	0.2	429.08896	71.78164	703.23724	342.67563	438.34454	31.060398	504.06808	389.54044	84.694916	81.3	40000	176.87776	94.40719	318.895	-32.69066	176.87811	94.413445	319.7178	-33.17001	179.91861	93.94563	320.85986	-49.93224	-3.2577643	4.935151	54.859753	-16.838577	16.792307	16.129955	24.427935	185.13199830055237
9	1.2	0.2	477.9142	103.2057	816.524	331.41406	514.59906	44.277637	584.23883	429.78104	96.73077	99.1	45000	179.29607	94.73305	324.6316	-31.444426	179.29666	94.73692	326.523	-49.138077	182.04913	94.34154	320.73862	-33.921413	-3.6291153	4.6845193	51.681225	-17.77059	15.452539	14.943452	21.896055	209.36892318725586
10	1.2	0.2	463.96945	87.06354	722.8104	313.52985	394.3873	107.44255	690.2777	297.38446	92.85185	83.3	50000	181.82083	96.098595	330.00366	-32.56144	181.82184	96.103386	332.1177	-51.30275	184.38026	95.7748	326.70758	-21.840792	-3.8839777	4.60364	31.028273	-16.615843	15.119827	14.505531	20.95121	233.35656595230103
11	1.2	0.2	522.9048	125.32709	815.4021	298.14252	658.29694	132.7884	963.9592	469.0358	105.680855	130.0	55000	183.69254	96.506454	331.86288	-22.594402	183.69376	96.5091	334.64276	-29.78154	186.09137	96.222626	330.029	-28.726143	-4.191604	4.5263066	30.65807	-17.89442	14.449431	13.892522	19.458464	257.7167932987213
12	1.2	0.2	503.80078	135.10103	946.71356	355.81955	525.32043	140.21364	791.95905	388.53375	102.87755	109.0	60000	187.42023	97.746574	343.38983	-29.66314	187.4211	97.75015	338.55566	-30.690351	189.76315	97.5141	339.19937	-76.291985	-4.2012935	4.453097	37.146263	-18.879791	14.118934	13.550643	18.776712	282.31461095809937
13	1.2	0.2	508.83032	95.26226	798.27155	354.23782	537.5041	95.65186	772.78705	439.49243	102.408165	111.9	65000	189.09503	98.69984	343.38223	-22.380234	189.09612	98.70591	342.65274	-26.615374	191.2289	98.46755	340.8082	-30.995028	-4.263993	4.3629956	39.59757	-16.87833	14.100043	13.47975	18.477213	306.8638553619385
14	1.2	0.2	540.65564	109.28871	840.99084	357.72327	484.6022	41.591396	544.2123	410.3535	105.80851	93.5	70000	190.47014	98.76567	346.86603	-35.92891	190.47025	98.77179	344.39688	-51.310387	192.49843	98.52739	342.61932	-26.511452	-4.4659777	4.2702804	31.41533	-17.410463	13.648671	13.052003	17.576683	331.24622917175293
15	1.2	0.2	531.7911	97.32488	780.7209	362.35022	493.4462	60.27482	639.1967	431.28995	104.25	96.5	75000	191.88293	98.818306	344.5119	-35.27306	191.88324	98.82303	345.0041	-35.864433	193.8284	98.55256	342.23886	-31.158697	-4.7750735	4.3038073	31.933363	-16.933977	13.28148	12.749272	17.167353	355.71876549720764
16	1.2	0.2	527.98096	107.747475	878.8796	354.2164	568.36414	73.90803	750.32166	464.58942	103.875	111.2	80000	193.45102	99.15937	346.30017	-38.51571	193.45177	99.164925	348.07434	-55.02446	195.27081	98.89902	345.58734	-68.58285	-4.9281754	4.193917	28.917044	-17.65943	13.264378	12.710489	16.672947	380.2690010070801
17	1.2	0.2	575.3883	149.8767	1051.2827	402.2955	626.16846	147.5767	927.1673	429.0541	113.52273	125.8	85000	195.71834	99.53544	349.99615	-30.591103	195.71794	99.541435	350.50543	-45.610306	197.51816	99.303116	350.71164	-66.85096	-4.7330165	4.181685	29.950611	-17.074892	13.363756	12.758874	16.498072	405.0248658657074
18	1.2	0.2	599.45807	197.51811	1393.1079	349.80508	502.05063	128.50568	847.27216	394.3528	117.92857	104.9	90000	198.16365	100.18142	352.0853	-25.61904	198.16373	100.18806	350.79062	-22.645222	199.91528	99.91519	351.34415	-26.832664	-4.646556	4.2129884	38.662884	-18.73383	13.246022	12.595914	15.978236	429.4052288532257
19	1.2	0.2	540.9706	84.72242	814.47687	393.05463	659.5709	145.58882	1038.3707	528.82764	107.3617	133.9	95000	200.42352	100.62298	355.8877	-37.738487	200.42421	100.62874	353.66025	-65.9527	202.12392	100.36717	352.26578	-34.120922	-4.667572	4.1847677	38.245804	-16.937637	12.728847	12.191181	15.509039	454.3126320838928
20	1.2	0.2	580.3925	143.67404	1146.5026	347.22357	765.3607	332.6393	1737.8533	554.7867	114.83721	153.6	100000	202.12888	101.578384	357.43085	-42.10823	202.12863	101.58309	355.07254	-37.272064	203.74486	101.29531	355.22885	-34.50879	-4.664404	4.1593685	33.603165	-17.989445	12.726632	12.169537	15.257075	479.28591752052307
21	1.2	0.2	574.0052	137.05573	897.2657	361.49484	658.9859	158.327	910.5164	448.2081	112.46667	135.0	105000	203.92218	101.96656	358.45975	-27.126863	203.92233	101.973045	358.62146	-35.261795	205.47359	101.70137	357.11847	-32.70594	-4.7628407	4.116364	31.107964	-16.959	13.06459	12.413125	15.42551	504.6327455043793
